value,description,altLabels
Sprinklermonteur,"Sprinklermonteure sind zuständig für den Einbau von Feuerlöschsystemen, die Wasser versprühen. Sie verbinden Rohre, Leitungen und die erforderlichen Zubehörteile. Außerdem testen Sprinklermonteure die Systeme auf Undichtigkeiten.",Sprinklermonteurin
Sprinklermonteurin,"Sprinklermonteure sind zuständig für den Einbau von Feuerlöschsystemen, die Wasser versprühen. Sie verbinden Rohre, Leitungen und die erforderlichen Zubehörteile. Außerdem testen Sprinklermonteure die Systeme auf Undichtigkeiten.",Sprinklermonteur
Spritzlackierer,"Spritzlackierer bedienen Lackspritzpistolen, mit denen ansonsten fertige Werkstücke aus Metall, Holz oder Kunststoff mit einer harten, dauerhaften Lack- oder Farbschicht versehen werden, die matt, schimmernd oder hochglänzend sein kann, aber stets die Oberfläche härtet.",Lackiererin|Lackierer|Spritzlackiererin
Spritzlackiererin,"Spritzlackierer bedienen Lackspritzpistolen, mit denen ansonsten fertige Werkstücke aus Metall, Holz oder Kunststoff mit einer harten, dauerhaften Lack- oder Farbschicht versehen werden, die matt, schimmernd oder hochglänzend sein kann, aber stets die Oberfläche härtet.",Lackiererin|Lackierer|Spritzlackierer
Staatliche Planungsinspektorin,Staatliche Planungsinspektoren überwachen die Entwicklung und Umsetzung von staatlichen Plänen und Strategien. Sie bearbeiten Planungs- und Maßnahmenvorschläge und führen Inspektionen der Planungsverfahren durch.,Planungsbeauftragte|PlanungsprüferIn|Staatlicher Planungsinspektor|Stadtplaner|in|Planungsbeauftragter
Staatlicher Planungsinspektor,Staatliche Planungsinspektoren überwachen die Entwicklung und Umsetzung von staatlichen Plänen und Strategien. Sie bearbeiten Planungs- und Maßnahmenvorschläge und führen Inspektionen der Planungsverfahren durch.,Planungsbeauftragte|PlanungsprüferIn|Staatliche Planungsinspektorin|Stadtplaner|in|Planungsbeauftragter
Staatsanwältin,"Staatsanwälte vertreten staatliche Stellen und die breite Öffentlichkeit in Gerichtsverfahren gegen Parteien, die einer illegalen Handlung beschuldigt werden. Sie ermitteln in Rechtssachen, indem sie Beweismittel prüfen, die beteiligten Parteien befragen und das Recht auslegen. Anhand der Ergebnisse ihrer Ermittlungen stellen sie den Fall bei Gerichtsverhandlungen vor und entwickeln eine überzeugende Argumentation im Interesse der von ihnen vertretenen Parteien.",Staatsanwalt|Oberstaatsanwalt|Generalprokuratorin|Öffentliche Anklägerin|Anklagevertreter|Öffentlicher Ankläger|Generalstaatsanwalt|Anklagevertreterin|Generalstaatanwältin|Generalprokurator|Oberstaatsanwältin
Staatsanwalt,"Staatsanwälte vertreten staatliche Stellen und die breite Öffentlichkeit in Gerichtsverfahren gegen Parteien, die einer illegalen Handlung beschuldigt werden. Sie ermitteln in Rechtssachen, indem sie Beweismittel prüfen, die beteiligten Parteien befragen und das Recht auslegen. Anhand der Ergebnisse ihrer Ermittlungen stellen sie den Fall bei Gerichtsverhandlungen vor und entwickeln eine überzeugende Argumentation im Interesse der von ihnen vertretenen Parteien.",Staatsanwältin|Oberstaatsanwalt|Generalprokuratorin|Öffentliche Anklägerin|Anklagevertreter|Öffentlicher Ankläger|Generalstaatsanwalt|Anklagevertreterin|Generalstaatanwältin|Generalprokurator|Oberstaatsanwältin
Staatssekretär,"Staatssekretäre/Staatssekretärinnen unterstützen die Leiter/Leiterinnen von Ministerien, wie Ministerinnen und Minister, und helfen bei der Überwachung der Tätigkeiten des Ministeriums. Sie leisten Unterstützung bei der Ausrichtung von politischen Strategien, Operationen und Bediensteten des Ministeriums, führen die Planung und Ressourcenzuweisung durch und fassen Beschlüsse.",Staatssekretärin
Staatssekretärin,"Staatssekretäre/Staatssekretärinnen unterstützen die Leiter/Leiterinnen von Ministerien, wie Ministerinnen und Minister, und helfen bei der Überwachung der Tätigkeiten des Ministeriums. Sie leisten Unterstützung bei der Ausrichtung von politischen Strategien, Operationen und Bediensteten des Ministeriums, führen die Planung und Ressourcenzuweisung durch und fassen Beschlüsse.",Staatssekretär
Stadt- und Regionalplaner,"Stadt- und Regionalplaner/Stadt- und Regionalplanerinnen erstellen Bebauungspläne für Städte, städtische Gebiete und Regionen. Sie untersuchen die Bedürfnisse des Orts oder der Region (Wirtschaft, Soziales, Verkehr) und bewerten andere Parameter wie die Nachhaltigkeit, um solide Programme zur Verbesserung des Standorts vorzulegen.",Städteplaner|Smart Byplanlægger|Stadt- und Regionalplanerin|Städteplanerin
Stadt- und Regionalplanerin,"Stadt- und Regionalplaner/Stadt- und Regionalplanerinnen erstellen Bebauungspläne für Städte, städtische Gebiete und Regionen. Sie untersuchen die Bedürfnisse des Orts oder der Region (Wirtschaft, Soziales, Verkehr) und bewerten andere Parameter wie die Nachhaltigkeit, um solide Programme zur Verbesserung des Standorts vorzulegen.",Städteplaner|Smart Byplanlægger|Stadt- und Regionalplaner|Städteplanerin
Stadtteilentwickler,"Stadtteilentwickler entwickeln Pläne zur Verbesserung der Lebensqualität in lokalen Gemeinschaften. Sie untersuchen und bewerten die Probleme und Bedürfnisse eines Stadtteils, verwalten die Ressourcen und entwickeln Umsetzungsstrategien. Sie kommunizieren mit den Bewohnern, um Erkenntnisse zu gewinnen, und informieren über Bebauungspläne.",Stadtteilplaner|in|SozialarbeiterIn|Stadtteilentwicklerin
Stadtteilentwicklerin,"Stadtteilentwickler entwickeln Pläne zur Verbesserung der Lebensqualität in lokalen Gemeinschaften. Sie untersuchen und bewerten die Probleme und Bedürfnisse eines Stadtteils, verwalten die Ressourcen und entwickeln Umsetzungsstrategien. Sie kommunizieren mit den Bewohnern, um Erkenntnisse zu gewinnen, und informieren über Bebauungspläne.",Stadtteilplaner|in|Stadtteilentwickler|SozialarbeiterIn
Stadtverordnete,"Stadtverordnete repräsentieren die Einwohner/Einwohnerinnen einer Stadt im Stadtrat und nehmen Legislativaufgaben auf lokaler Ebene wahr. Sie prüfen die Bedenken der Einwohner/Einwohnerinnen und reagieren darauf in angemessener Weise, zudem vertreten sie die Politik und die Programme ihrer politischen Partei im Stadtrat. Sie kommunizieren mit Regierungsbeamten/-beamtinnen, um der Stadt und ihrer politischen Agenda Gehör zu verschaffen, und beaufsichtigen alle Maßnahmen, die in die Zuständigkeit des Stadtrats fallen.",Gemeinderätin|Stadtverordneter|Gemeinderat
Stadtverordneter,"Stadtverordnete repräsentieren die Einwohner/Einwohnerinnen einer Stadt im Stadtrat und nehmen Legislativaufgaben auf lokaler Ebene wahr. Sie prüfen die Bedenken der Einwohner/Einwohnerinnen und reagieren darauf in angemessener Weise, zudem vertreten sie die Politik und die Programme ihrer politischen Partei im Stadtrat. Sie kommunizieren mit Regierungsbeamten/-beamtinnen, um der Stadt und ihrer politischen Agenda Gehör zu verschaffen, und beaufsichtigen alle Maßnahmen, die in die Zuständigkeit des Stadtrats fallen.",Gemeinderätin|Gemeinderat|Stadtverordnete
Stärkegewinnungsanlagenbediener,"Stärkegewinnungsanlagenbediener verwenden Geräte zur Gewinnung von Stärke aus Rohstoffen wie Mais, Kartoffeln, Reis, Tapioka und Weizen.",Stärkeextraktionsanlagenbedienerin|Stärkegewinnungsanlagenbedienerin|Stärkeextraktionsanlagenbediener
Stärkegewinnungsanlagenbedienerin,"Stärkegewinnungsanlagenbediener verwenden Geräte zur Gewinnung von Stärke aus Rohstoffen wie Mais, Kartoffeln, Reis, Tapioka und Weizen.",Stärkegewinnungsanlagenbediener|Stärkeextraktionsanlagenbedienerin|Stärkeextraktionsanlagenbediener
Stallmeister,"Stallmeister sind für den laufenden Betrieb der Ställe verantwortlich. Sie sind zuständig für die Personalverwaltung, die Versorgung der Pferde, alle Aspekte der Gesundheit und Sicherheit sowie für den Umgang mit Kunden und Besitzern.",Pferdestallmeisterin|Pferdestallmeister|Stallmeisterin|Stallmeisterin in der Pferdewirtschaft|Stallmeister in der Pferdewirtschaft
Stallmeisterin,"Stallmeister sind für den laufenden Betrieb der Ställe verantwortlich. Sie sind zuständig für die Personalverwaltung, die Versorgung der Pferde, alle Aspekte der Gesundheit und Sicherheit sowie für den Umgang mit Kunden und Besitzern.",Pferdestallmeisterin|Pferdestallmeister|Stallmeister|Stallmeisterin in der Pferdewirtschaft|Stallmeister in der Pferdewirtschaft
Stand-up-Komiker,"Stand-up-Komiker tragen humoristische Geschichten, Witze und Einzeiler vor, die in der Regel als Monolog oder schauspielerisch gestaltet werden. Sie sind oft in Comedy Clubs, Bars, Nachtclubs und Theatern tätig. Bisweilen reichern sie ihre Auftritte auch mit Musik, Zaubertricks oder Requisiten an.",Kabarettistin|Kabarettist|Humoristin|Kleindarstellerin|Stand-up-Comedian|Stand-up-Komikerin|Comedian|Kleindarsteller|Humorist
Stand-up-Komikerin,"Stand-up-Komiker tragen humoristische Geschichten, Witze und Einzeiler vor, die in der Regel als Monolog oder schauspielerisch gestaltet werden. Sie sind oft in Comedy Clubs, Bars, Nachtclubs und Theatern tätig. Bisweilen reichern sie ihre Auftritte auch mit Musik, Zaubertricks oder Requisiten an.",Kabarettistin|Kabarettist|Humoristin|Kleindarstellerin|Stand-up-Comedian|Comedian|Kleindarsteller|Stand-up-Komiker|Humorist
Standesbeamter,"Standesbeamte erfassen und dokumentieren Ereignisse wie Geburten, Eheschließungen und Todesfälle.",Standesbeamtin
Standesbeamtin,"Standesbeamte erfassen und dokumentieren Ereignisse wie Geburten, Eheschließungen und Todesfälle.",Standesbeamter
Stanzmaschinenbediener,"Stanzmaschinenbediener/innen senden Dateien vom Computer an die Stanzmaschine, platzieren das zuzuschneidende Material und digitalisieren Fehler in der Materialoberfläche, um die Teile zusammenzustellen, sofern dies nicht von der Maschine automatisch erledigt wird. Sie geben der Maschine die Anweisung zum Schneiden, sammeln die zugeschnittenen Stücke ein und führen die endgültige Qualitätskontrolle anhand von Spezifikationen und Qualitätsanforderungen durch. Sie überwachen außerdem den Stand der Arbeitsgeräte der Stanzmaschinen.",Stanzmaschinenbedienerin|Stanzerin in der Schuhwarenherstellung|Stanzer in der Schuhwarenherstellung
Stanzmaschinenbedienerin,"Stanzmaschinenbediener/innen senden Dateien vom Computer an die Stanzmaschine, platzieren das zuzuschneidende Material und digitalisieren Fehler in der Materialoberfläche, um die Teile zusammenzustellen, sofern dies nicht von der Maschine automatisch erledigt wird. Sie geben der Maschine die Anweisung zum Schneiden, sammeln die zugeschnittenen Stücke ein und führen die endgültige Qualitätskontrolle anhand von Spezifikationen und Qualitätsanforderungen durch. Sie überwachen außerdem den Stand der Arbeitsgeräte der Stanzmaschinen.",Stanzerin in der Schuhwarenherstellung|Stanzmaschinenbediener|Stanzer in der Schuhwarenherstellung
Statist,"Statisten agieren während der Dreharbeiten im Hintergrund oder in Menschenmassen. Sie tragen nicht direkt zur Handlung bei, sind aber wichtig, um eine bestimmte Atmosphäre zu schaffen.",Figurant|Statistin|Komparse|Komparsin|Figurantin
Statistiker,"Statistiker/Statistikerin erheben, erfassen und analysieren vor allem quantitative Informationen aus einer Vielzahl von Bereichen. Sie analysieren statistische Studien zu Bereichen wie Gesundheit, Demografie, Finanzen, Wirtschaft und stützen sich dabei auf Muster und Analysen.",Bevölkerungsstatistikerin|Bevölkerungsstatistiker|Versicherungsstatistikerin|Landwirtschaftsstatistiker|Landwirtschaftsstatistikerin|Schulstatistiker|Bildungsstatistiker|Physikstatistikerin|Statistikerin|Wahlstatistikerin|Versicherungsstatistiker|Finanzstatistiker|Physikstatistiker|Gesellschaftsstatistikerin|Wahlstatistiker|Bildungsstatistikerin|Wirtschaftsstatistikerin|Vermessungsstatistiker|Vermessungsstatistikerin|Gesellschaftsstatistiker|Schulstatistikerin|Gesundheitsstatistikerin|Finanzstatistikerin|Gesundheitsstatistiker|Wirtschaftsstatistiker
Statistikerin,"Statistiker/Statistikerin erheben, erfassen und analysieren vor allem quantitative Informationen aus einer Vielzahl von Bereichen. Sie analysieren statistische Studien zu Bereichen wie Gesundheit, Demografie, Finanzen, Wirtschaft und stützen sich dabei auf Muster und Analysen.",Bevölkerungsstatistikerin|Bevölkerungsstatistiker|Versicherungsstatistikerin|Landwirtschaftsstatistiker|Landwirtschaftsstatistikerin|Schulstatistiker|Bildungsstatistiker|Physikstatistikerin|Wahlstatistikerin|Versicherungsstatistiker|Finanzstatistiker|Physikstatistiker|Gesellschaftsstatistikerin|Wahlstatistiker|Statistiker|Bildungsstatistikerin|Wirtschaftsstatistikerin|Vermessungsstatistiker|Vermessungsstatistikerin|Gesellschaftsstatistiker|Schulstatistikerin|Gesundheitsstatistikerin|Finanzstatistikerin|Gesundheitsstatistiker|Wirtschaftsstatistiker
Statistin,"Statisten agieren während der Dreharbeiten im Hintergrund oder in Menschenmassen. Sie tragen nicht direkt zur Handlung bei, sind aber wichtig, um eine bestimmte Atmosphäre zu schaffen.",Figurant|Komparse|Komparsin|Statist|Figurantin
Statistische Assistentin,"Statistische Assistenten sammeln Daten und verwenden statistische Formeln, um statistische Studien durchzuführen und Berichte zu erstellen. Sie erstellen Tabellen, Schaubilder und Erhebungen.",Statistischer Assistent|Teamassistentin - Statistik|Teamassistent - Statistik
Statistischer Assistent,"Statistische Assistenten sammeln Daten und verwenden statistische Formeln, um statistische Studien durchzuführen und Berichte zu erstellen. Sie erstellen Tabellen, Schaubilder und Erhebungen.",statistische Assistentin|Teamassistentin - Statistik|Teamassistent - Statistik
Stauer,"Stauer übernehmen das Sortieren, Bearbeiten, Ein- und Ausladen von Fracht in Straßenausrüstung gemäß den mündlichen und schriftlichen Vorschriften sowie staatlichen Vorgaben. Sie befördern Fracht, wie Kisten, sperrige Gegenstände oder sogar große Paletten mit Waren zu und von Lagerplätzen und auf Transportfahrzeuge.",Ladearbeiterin|Ladearbeiter|Stauerin|Schiffsstauerin|Schiffsstauer
Stauerin,"Stauer übernehmen das Sortieren, Bearbeiten, Ein- und Ausladen von Fracht in Straßenausrüstung gemäß den mündlichen und schriftlichen Vorschriften sowie staatlichen Vorgaben. Sie befördern Fracht, wie Kisten, sperrige Gegenstände oder sogar große Paletten mit Waren zu und von Lagerplätzen und auf Transportfahrzeuge.",Ladearbeiterin|Ladearbeiter|Stauer|Schiffsstauerin|Schiffsstauer
Steinbohrer,"Steinbohrer bedienen Bohrmaschinen, mit denen in Steinblöcke gebohrt wird. Sie bearbeiten Granit, Sandstein, Marmor und Schiefer gemäß den Spezifikationen.",Steinbrecher|Steinbrecherin|Bediener von Radialbohrmaschinen|Steinbruchbohrer|Aufbereitungsmechanikerin für Naturstein|Granitbohrer|Schieferhauerin|Pressluftmeißelführerin|Steinbruchbohrerin|Bedienerin von Radialbohrmaschinen|Sandsteinhauerin|Steinbossiererin|Marmorhauerin|Schieferhauer|Steinbohrerin|Pressluftmeißelführer|Granithauer|Schieferbohrer|Granithauerin|Aufbereitungsmechaniker für Naturstein|Marmorhauer|Sandsteinhauer|Granitbohrerin|Steinbossierer|Schieferbohrerin
Steinbohrerin,"Steinbohrer bedienen Bohrmaschinen, mit denen in Steinblöcke gebohrt wird. Sie bearbeiten Granit, Sandstein, Marmor und Schiefer gemäß den Spezifikationen.",Steinbrecher|Steinbrecherin|Bediener von Radialbohrmaschinen|Steinbruchbohrer|Aufbereitungsmechanikerin für Naturstein|Granitbohrer|Schieferhauerin|Pressluftmeißelführerin|Steinbruchbohrerin|Bedienerin von Radialbohrmaschinen|Sandsteinhauerin|Steinbohrer|Steinbossiererin|Marmorhauerin|Schieferhauer|Pressluftmeißelführer|Granithauer|Schieferbohrer|Granithauerin|Aufbereitungsmechaniker für Naturstein|Marmorhauer|Sandsteinhauer|Granitbohrerin|Steinbossierer|Schieferbohrerin
Steinbruchingenieur,"Steinbruchingenieure/Steinbruchingenieurinnen untersuchen, welche Förderverfahren am besten geeignet sind, um Rohstoffe aus dem Boden zu extrahieren, z. B. Baggern, Bohren oder Sprengen. Bevor ein neuer Steinbruch eröffnet wird, erstellen sie Pläne, in denen bewertet wird, ob der Steinbruch rentabel ist. Steinbruchingenieure/Steinbruchingenieurinnen leiten die täglichen Arbeitsabläufe in einem Steinbruch, erstellen Fortschrittsberichte, beaufsichtigen das Personal, sorgen für Gesundheit und Sicherheit und bewerten die Umweltauswirkungen des Steinbruchs.",Steinbruchingenieurin
